DEEPTaxaID,finalID,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,SPECIES,FFG,SensitiveEPT,BCG_Attribute
256,Parapsyche apicalis ,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Parapsyche,Na,,0,
257,Pelocoris,Arthropoda,Insecta,Hemiptera,Naucoridae,Na,Na,Pelocoris,Na,PRD,0,
258,Piguetiella blanci,Annelida,Clitellata,Haplotaxida,Naididae,Na,Na,Piguetiella,blanci,C-G,0,
259,Pisidiidae,Mollusca,Bivalvia,Veneroida,Pisidiidae,Na,Na,Na,Na,C-F,0,4
260,Platycentropus,Na,Insecta,Trichoptera,Limnephilidae,Na,Na,Platycentropus,Na,SHR,1,
261,Polypedilum braseniae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Na,Polypedilum,braseniae,SHR,0,4
262,Polypedilum epleri,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,epleri,SHR,0,4
263,Polypedilum ontario,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chiromini,Polypedilum,ontario,SHR,0,4
264,Pristina,Annelida,Clitellata,Haplotaxida,Naididae,Na,Na,Pristina,Na,C-G,0,
265,Pristina jenkinae,Na,Oligochaeta,Tubificida,Naididae,Na,Na,Pristina,jenkinae,C-G,0,
266,Protoplasa fitchii,Arthropoda,Insecta,Diptera,Tanyderidae,Na,Na,Protoplasa,fitchii,C-G,0,
267,Protzia exima,Arthropoda,Arachnida,Trombidoformes,Protziidae,Na,Na,Protzia,exima,PRD,0,
268,Pseudocloeon,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Pseudocloen,Na,SCR,0,
269,Rheosmittia,Na,Insecta,Diptera,Chironomidae,Orthocladinae,Na,Rheosmittia,Na,C-G,0,
270,Rhyacophila acutiloba,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Na,Na,Rhyacophila,acutiloba,PRD,1,3
271,Rhyacophila carolina group,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Na,Na,Rhyacophila,carolina,PRD,1,3
272,Rhyacophila invaria group,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Na,Na,Rhyacophila,invaria group,PRD,1,3
273,Ripistes parasita,Annelida,Clitellata,Haplotaxida,Naididae,Na,Na,Ripistes,parasita,C-G,0,
274,Roederiodes,Arthropoda,Insecta,Diptera,Empididae,Na,Na,Roederiodes,Na,PRD,0,
275,Sciomyzidae,Arthropoda,Insecta,Diptera,Sciomyzidae,Na,Na,Na,Na,PRD,0,
276,Sericostomatidae,Arthropoda,Insecta,Trichoptera,Sericostomatidae,Na,Na,Na,Na,SCR,1,
277,Slavina appendiculata,Annelida,Clitellata,Haplotaxida,Naididae,Na,Na,Slavina,appendiculata,C-G,0,
278,Smittia,Na,Insecta,Diptera,Chironomidae,Orthocladinae,Na,Smittia,Na,C-G,0,
279,Somatochlora,Arthropoda,Insecta,Odonata,Corduliidae,Na,Na,Somatochlora,Na,,0,
280,Specaria josinae,arthropoda,Clitellata,Haplotaxida,Naididae,Na,Na,Specaria,josinae,C-G,0,
281,Sperchopsis tessellata,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Na,Na,Sperchopsis,tessellata,?,0,
282,Sphaerium simile,Mollusca,Bivalvia,Veneroida,Pisidiidae,Na,Na,Sphaerium,simile,C-F,0,4
283,Stratiomyidae,Arthropoda,Insecta,Diptera,Stratiomyidae,Na,Na,Na,Na,C-G,0,
284,Stygobromus,Na,Malacostraca,Amphipoda,Crangonyctidae,Na,Na,Stygobromus,Na,SCR,0,
285,Stygothrombium,Arthropoda,Arachnida,Trombidiformes,Stygothrombidiidae,Na,Na,Stygothrombium,Na,PRD,0,
286,Stylurus,Na,Insecta,Odonata,Gomphidae,Na,Na,Stylurus,Na,PRD,0,3
287,Stylurus spiniceps,Arthropoda,Insecta,Odonata,Gomphidae,Na,Na,Stylurus,spiniceps,PRD,0,3
288,Symbiocladius,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladinae,Na,Symbiocladius,Na,C-G,0,
289,Synurella,Na,Malacostraca,Amphipoda,Crangonyctidae,Na,Na,Synurella,Na,C-G,0,
290,Taenionema,Arthropoda,Insecta,Plecoptera,Taeniopterygidae,Na,Na,Taenionema,Na,SHR,1,3
291,Tanyderidae,Arthropoda,Insecta,Diptera,Tanyderidae,Na,Na,Na,Na,C-G,0,
292,Tanypus,Na,Insecta,Diptera,Chironomidae,Na,Na,Tanypus,Na,PRD,0,
293,Tokunagaia,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladinae,Na,Tokunagaia,Na,C-G,0,
294,Tubificidae w/ cap setae,Annelida,Oligochaeta,Tubificida,Tubificidae,Na,Na,Na,Na,C-G,0,5
295,Tubificidae w/o cap setae,Annelida,Oligochaeta,Tubificida,Tubificidae,Na,Na,Na,Na,C-G,0,5
296,Valvata tricarinata,Mollusca,Gastropoda,Heterostropha,Valvatidae,Na,Na,Valvata,tricarinata,SCR,0,5
297,Zavrelimyia,Arthropoda,Insecta,Diptera,Chironomidae,Na,Na,Zavrelimyia,Na,PRD,0,
298,Paraleuctra sara,Arthropoda,Insecta,Plecoptera,Leuctridae,Na,Na,Paraleuctra,sara,SHR,1,2
299,Procambarus acutus,Arthropoda,Malacostraca,Decapoda,Cambaridae,Na,Na,Procambarus,acutus,SHR,0,
300,Procambarus clarkii,Arthropoda,Malacostraca,Decapoda,Cambaridae,Na,Na,Procambarus,clarkii,SHR,0,
301,Promenetus exacuous,Mollusca,Gastropoda,Basommatophora,Planorbidae,Na,Na,Promenetus,exacuous,SCR,0,
302,Promoresia tardella,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Promoresia,tardella,SCR,0,3
303,Psychomyia nomada,Arthropoda,Insecta,Trichoptera,Psychomyiidae,Na,Na,Psychomyia,nomada,C-G,1,4
304,Rhyacophila manistee,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Na,Na,Rhyacophila,manistee,PRD,1,3
305,Rhyacophila nigrita,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Na,Na,Rhyacophila,nigrita,PRD,1,3
306,Serratella serratoides,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Serratella,serratoides,C-G,1,3
307,Stenelmis concinna,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Stenelmis,concinna,SCR,0,4
308,Stenelmis mera,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Stenelmis,mera,SCR,0,4
309,Stenelmis mirabilis,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Stenelmis,mirabilis,SCR,0,4
310,Strophopteryx fasciata,Arthropoda,Insecta,Plecoptera,Taeniopterygidae,Na,Na,Strophopteryx,fasciata,SHR,1,
311,Trissopelopia,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Trissopelopia,Na,PRD,0,
312,Plecoptera,Arthropoda,Insecta,Plecoptera,Na,Na,Na,Na,Na,?,0,
313,Capniidae,Arthropoda,Insecta,Plecoptera,Capniidae,Na,Na,Na,Na,SHR,1,4
314,Allocapnia,Arthropoda,Insecta,Plecoptera,Capniidae,Na,Na,Allocapnia,Na,SHR,1,4
315,Capnia,Arthropoda,Insecta,Plecoptera,Capniidae,Na,Na,Capnia,Na,SHR,1,
316,Leuctridae,Arthropoda,Insecta,Plecoptera,Leuctridae,Na,Na,Na,Na,SHR,1,2
317,Leuctra,Arthropoda,Insecta,Plecoptera,Leuctridae,Na,Na,Leuctra,Na,SHR,1,2
318,Nemouridae,Arthropoda,Insecta,Plecoptera,Nemouridae,Na,Na,Na,Na,SHR,1,3
319,Amphinemura,Arthropoda,Insecta,Plecoptera,Nemouridae,Na,Na,Amphinemura,Na,SHR,1,
320,Amphinemura delosa,Arthropoda,Insecta,Plecoptera,Nemouridae,Na,Na,Amphinemura,delosa,SHR,1,
321,Amphinemura nigritta,Arthropoda,Insecta,Plecoptera,Nemouridae,Na,Na,Amphinemura,nigritta,SHR,1,
322,Nemoura,Arthropoda,Insecta,Plecoptera,Nemouridae,Na,Na,Nemoura,Na,SHR,1,
323,Prostoia,Arthropoda,Insecta,Plecoptera,Nemouridae,Na,Na,Prostoia,Na,SHR,1,3
324,Peltoperlidae,Arthropoda,Insecta,Plecoptera,Peltoperlidae,Na,Na,Na,Na,SHR,1,
325,Tallaperla,Arthropoda,Insecta,Plecoptera,Peltoperlidae,Na,Na,Tallaperla,Na,SHR,1,2
326,Pteronarcyidae,Arthropoda,Insecta,Plecoptera,Pteronarcyidae,Na,Na,Na,Na,SHR,1,2
327,Pteronarcys,Arthropoda,Insecta,Plecoptera,Pteronarcyidae,Na,Na,Pteronarcys,Na,SHR,1,2
328,Taeniopterygidae,Arthropoda,Insecta,Plecoptera,Taeniopterygidae,Na,Na,Na,Na,SHR,1,3
329,Oemopteryx,Arthropoda,Insecta,Plecoptera,Taeniopterygidae,Na,Na,Oemopteryx,Na,SHR,1,3
330,Paracapnia,Arthropoda,Insecta,Plecoptera,Capniidae,Na,Na,Paracapnia,Na,SHR,1,3
331,Taeniopteryx,Arthropoda,Insecta,Plecoptera,Taeniopterygidae,Na,Na,Taeniopteryx,Na,SHR,1,3
332,Chloroperlidae,Arthropoda,Insecta,Plecoptera,Chloroperlidae,Na,Na,Na,Na,PRD,1,3
333,Alloperla,Arthropoda,Insecta,Plecoptera,Chloroperlidae,Na,Na,Alloperla,Na,C-G,1,2
334,Perlesta placida,Arthropoda,Insecta,Plecoptera,Perlidae,Na,Na,Perlesta,placida,PRD,1,3
335,Perlinella drymo,Arthropoda,Insecta,Plecoptera,Perlidae,Na,Na,Perlinella,drymo,PRD,1,
336,Suwallia,Arthropoda,Insecta,Plecoptera,Chloroperlidae,Na,Na,Suwallia,Na,PRD,1,3
337,Sweltsa,Arthropoda,Insecta,Plecoptera,Chloroperlidae,Na,Na,Sweltsa,Na,PRD,1,3
338,Perlidae,Arthropoda,Insecta,Plecoptera,Perlidae,Na,Na,Na,Na,PRD,1,
339,Acroneuria,Arthropoda,Insecta,Plecoptera,Perlidae,Na,Na,Acroneuria,Na,PRD,1,3
340,Acroneuria abnormis,Arthropoda,Insecta,Plecoptera,Perlidae,Na,Na,Acroneuria,abnormis,PRD,1,3
341,Acroneuria carolinensis,Arthropoda,Insecta,Plecoptera,Perlidae,Na,Na,Acroneuria,carolinensis,PRD,1,3
342,Acroneuria lycorias,Arthropoda,Insecta,Plecoptera,Perlidae,Na,Na,Acroneuria,lycorias,PRD,1,3
343,Agnetina capitata,Arthropoda,Insecta,Plecoptera,Perlidae,Na,Na,Agnetina,capitata,PRD,1,3
344,Attaneuria ruralis,Arthropoda,Insecta,Plecoptera,Perlidae,Na,Na,Attaneuria,ruralis,PRD,1,3
345,Acari,Arthropoda,Arachnida,Na,Na,Na,Na,Na,Na,PRD,0,4
346,Arcteonais lomondi,Annelida,Clitellata,Haplotaxida,Naididae,Na,Na,Arcteonais,lomondi,C-G,0,
347,Brachycentrus appalachia,Arthropoda,Insecta,Trichoptera,Brachycentridae,Na,Na,Brachycentrus,appalachia,C-F,1,3
348,Brillia parva,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Brillia,parva,SHR,0,4
349,Brundiniella,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Brundiniella,Na,PRD,0,
350,Ceratopogoninae,Arthropoda,Insecta,Diptera,Ceratopogonidae,Ceratopogoninae,Na,Na,Na,PRD,0,3
351,Chironominae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Na,Na,Na,?,0,
352,Chironomini,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Na,Na,?,0,4
353,Arrenurus,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Na,Na,Arrenurus,Na,PRD,0,4
354,Eccoptura xanthenes,Arthropoda,Insecta,Plecoptera,Perlidae,Na,Na,Eccoptura,xanthenes,PRD,1,3
355,Neoperla,Arthropoda,Insecta,Plecoptera,Perlidae,Na,Na,Neoperla,Na,PRD,1,2
356,Neoperla clymene,Arthropoda,Insecta,Plecoptera,Perlidae,Na,Na,Neoperla,clymene,PRD,1,2
357,Paragnetina,Arthropoda,Insecta,Plecoptera,Perlidae,Na,Na,Paragnetina,Na,PRD,1,3
358,Paragnetina immarginata,Arthropoda,Insecta,Plecoptera,Perlidae,Na,Na,Paragnetina,immarginata,PRD,1,3
359,Paragnetina media,Arthropoda,Insecta,Plecoptera,Perlidae,Na,Na,Paragnetina,media,PRD,1,3
360,Perlodidae,Arthropoda,Insecta,Plecoptera,Perlodidae,Na,Na,Na,Na,PRD,1,2
361,Isogenoides,Arthropoda,Insecta,Plecoptera,Perlodidae,Na,Na,Isogenoides,Na,PRD,1,2
362,Isoperla,Arthropoda,Insecta,Plecoptera,Perlodidae,Na,Na,Isoperla,Na,PRD,1,3
363,Isoperla bilineata,Arthropoda,Insecta,Plecoptera,Perlodidae,Na,Na,Isoperla,bilineata,PRD,1,3
364,Zygoptera,Arthropoda,Insecta,Odonata,Na,Na,Na,Na,Na,PRD,0,
365,Calopterygidae,Arthropoda,Insecta,Odonata,Calopterygidae,Na,Na,Na,Na,PRD,0,
366,Calopteryx,Arthropoda,Insecta,Odonata,Calopterygidae,Na,Na,Calopteryx,Na,PRD,0,4
367,Calopteryx maculata,Arthropoda,Insecta,Odonata,Calopterygidae,Na,Na,Calopteryx,maculata,PRD,0,4
368,Coenagrionidae,Arthropoda,Insecta,Odonata,Coenagrionidae,Na,Na,Na,Na,PRD,0,4
369,Amphiagrion,Arthropoda,Insecta,Odonata,Coenagrionidae,Na,Na,Amphiagrion,Na,PRD,0,
370,Argia,Arthropoda,Insecta,Odonata,Coenagrionidae,Na,Na,Argia,Na,PRD,0,4
371,Enallagma,Arthropoda,Insecta,Odonata,Coenagrionidae,Na,Na,Enallagma,Na,PRD,0,4
372,Ischnura,Arthropoda,Insecta,Odonata,Coenagrionidae,Na,Na,Ischnura,Na,PRD,0,
373,Decapoda,Arthropoda,Malacostraca,Decapoda,Na,Na,Na,Na,Na,PRD,0,
374,Cryptolabis,Arthropoda,Insecta,Diptera,Tipulidae,Na,Na,Cryptolabis,Na,SHR,0,2
375,Diamesinae,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Na,Na,Na,C-G,0,4
376,Eurylophella funeralis,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Eurylophella,funeralis,C-G,1,4
377,Hirudinea,Annelida,Clitellata,Na,Na,Na,Na,Na,Na,PRD,0,
378,Parachironomus frequens,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Parachironomus,frequens,PRD,0,5
379,Planorbula armigera,Mollusca,Gastropoda,Basommatophora,Planorbidae,Na,Na,Planorbula,armigera,SCR,0,4
380,Haploperla brevis,Arthropoda,Insecta,Plecoptera,Chloroperlidae,Na,Na,Haploperla,brevis,PRD,1,3
381,Mystacides sepulchralis,Arthropoda,Insecta,Trichoptera,Leptoceridae,Na,Na,Mystacides,sepulchralis,C-G,1,4
382,Atractides,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Na,Na,Atractides,Na,PRD,0,4
383,Hygrobates,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Na,Na,Hygrobates,Na,PRD,0,4
384,Lebertia,Arthropoda,Arachnida,Trombidiformes,Lebertiidae,Na,Na,Lebertia,Na,PRD,0,4
385,Limnochares,Arthropoda,Arachnida,Trombidiformes,Limnocharidae,Na,Na,Limnochares,Na,PRD,0,4
386,Mideopsis,Arthropoda,Arachnida,Trombidiformes,Mideopsidae,Na,Na,Mideopsis,Na,PRD,0,4
387,Sperchon,Arthropoda,Arachnida,Trombidiformes,Sperchonidae,Na,Na,Sperchon,Na,PRD,0,4
388,Sperchonopsis,Arthropoda,Arachnida,Trombidiformes,Sperchonidae,Na,Na,Sperchonopsis,Na,PRD,0,4
389,Torrenticola,Arthropoda,Arachnida,Trombidiformes,Torrenticolidae,Na,Na,Torrenticola,Na,PRD,0,4
390,Neumania,Arthropoda,Arachnida,Trombidiformes,Unionicolidae,Na,Na,Neumania,Na,PRD,0,4
391,Unionicola,Arthropoda,Arachnida,Trombidiformes,Unionicolidae,Na,Na,Unionicola,Na,PRD,0,4
392,Cyclopoida,Arthropoda,Malacostraca,Cyclopoida,Na,Na,Na,Na,Na,?,0,
393,Collembola,Arthropoda,Entognatha,Collembola,Na,Na,Na,Na,Na,C-G,0,
394,Isotomurus,Arthropoda,Entognatha,Collembola,Isotomidae,Na,Na,Isotomurus,Na,C-G,0,
395,Ephemeroptera,Arthropoda,Insecta,Ephemeroptera,Na,Na,Na,Na,Na,?,0,
396,Caenidae,Arthropoda,Insecta,Ephemeroptera,Caenidae,Na,Na,Na,Na,C-G,1,4
397,Caenis,Arthropoda,Insecta,Ephemeroptera,Caenidae,Na,Na,Caenis,Na,C-G,1,4
398,Astacidae,Arthropoda,Malacostraca,Decapoda,Astacidae,Na,Na,Na,Na,C-G,0,
399,Cambaridae,Arthropoda,Malacostraca,Decapoda,Cambaridae,Na,Na,Na,Na,C-G,0,
400,Cambarus,Arthropoda,Malacostraca,Decapoda,Cambaridae,Na,Na,Cambarus,Na,C-G,0,4
401,Orconectes,Arthropoda,Malacostraca,Decapoda,Cambaridae,Na,Na,Orconectes,Na,C-G,0,
402,Orconectes virilis,Arthropoda,Malacostraca,Decapoda,Cambaridae,Na,Na,Orconectes,virilis,C-G,0,
403,Amphipoda,Arthropoda,Malacostraca,Amphipoda,Na,Na,Na,Na,Na,C-G,0,
404,Ephemera simulans,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Na,Na,Ephemera,simulans,C-G,1,2
405,Hexagenia limbata,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Na,Na,Hexagenia,limbata,C-G,1,
406,Ephoron leukon,Arthropoda,Insecta,Ephemeroptera,Polymitarcyidae,Na,Na,Ephoron,leukon,C-G,1,
407,Baetidae,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Na,Na,C-G,0,4
408,Baetis,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Baetis,Na,C-G,0,4
409,Acentrella,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Acentrella,Na,SCR,0,4
410,Baetis brunneicolor,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Baetis,brunneicolor,C-G,0,4
411,Baetis flavistriga,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Baetis,flavistriga,C-G,0,4
412,Baetis intercalaris,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Baetis,intercalaris,C-G,0,4
413,Acerpenna pygmaea,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Acerpenna,pygmaeus,C-G,0,
414,Baetis tricaudatus,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Baetis,tricaudatus,C-G,0,4
415,Callibaetis,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Callibaetis,Na,C-G,0,
416,Centroptilum,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Centroptilum,Na,C-G,0,
417,Procloeon,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Procloeon,Na,C-G,0,
418,Heterocloeon ,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Heterocloeon,Na,SCR,0,
419,Heptageniidae,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Na,Na,Na,Na,C-G,1,
420,Epeorus,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Na,Na,Epeorus,Na,SCR,1,2
421,Heptagenia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Na,Na,Heptagenia,Na,SCR,1,
422,Leucrocuta,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Na,Na,Leucrocuta,Na,SCR,1,2
423,Nixe,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Na,Na,Nixe,Na,SCR,1,
424,Rhithrogena,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Na,Na,Rhithrogena,Na,C-G,1,2
425,Stenacron,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Na,Na,Stenacron,Na,SCR,1,4
426,Stenacron interpunctatum,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Na,Na,Stenacron,interpunctatum,SCR,1,4
427,Stenonema femoratum,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Na,Na,Stenonema,femoratum,SCR,1,4
428,Siphloplecton ,Arthropoda,Insecta,Ephemeroptera,Metretopodidae,Na,Na,Siphloplecton,Na,C-G,1,
429,Isonychia,Arthropoda,Insecta,Ephemeroptera,Isonychiidae,Na,Na,Isonychia,Na,C-G,1,3
430,Isonychiidae,Arthropoda,Insecta,Ephemeroptera,Isonychiidae,Na,Na,Na,Na,C-G,1,3
431,Crangonyx,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Na,Na,Crangonyx,Na,C-G,0,5
432,Crangonyx pseudogracilis,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Na,Na,Crangonyx,pseudogracilis,C-G,0,5
433,Gammaridae,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Na,Na,Na,Na,C-G,0,
434,Gammarus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Na,Na,Gammarus,Na,C-G,0,5.5
435,Gammarus fasciatus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Na,Na,Gammarus,fasciatus,C-G,0,5.5
436,Gammarus lacustris,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Na,Na,Gammarus,lacustris,C-G,0,5.5
437,Hyalella,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Na,Na,Hyalella,Na,C-G,0,4
438,Hyalella azteca,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Na,Na,Hyalella,azteca,C-G,0,4
439,Orconectes rusticus,Arthropoda,Malacostraca,Decapoda,Cambaridae,Na,Na,Orconectes,rusticus,C-G,0,
440,Ostracoda,Arthropoda,Ostracoda,Na,Na,Na,Na,Na,Na,?,0,
441,Ostrocerca,Arthropoda,Insecta,Plecoptera,Nemouridae,Na,Na,Ostrocerca,Na,SHR,1,
442,Psychomyia flavida,Arthropoda,Insecta,Trichoptera,Psychomyiidae,Na,Na,Psychomyia,flavida,C-G,1,4
443,Rasvena,Arthropoda,Insecta,Plecoptera,Chloroperlidae,Na,Na,Rasvena,Na,C-G,1,3
444,Phalacrocera,Arthropoda,Insecta,Diptera,Tipulidae,Na,Na,Phalacrocera,Na,SHR,0,
445,Rhantus,Arthropoda,Insecta,Coleoptera,Dytiscidae,Na,Na,Rhantus,Na,PRD,0,
446,Utaperla,Arthropoda,Insecta,Plecoptera,Chloroperlidae,Na,Na,Utaperla,Na,PRD,1,3
447,Acerpenna,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Acerpenna,Na,C-G,0,
448,Acentrella turbida,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Acentrella,turbida,SCR,0,4
449,Ephemera,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Na,Na,Ephemera,Na,C-G,1,2
450,Ephemeridae,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Na,Na,Na,Na,C-G,1,2
451,Siphlonuridae,Arthropoda,Insecta,Ephemeroptera,Siphlonuridae,Na,Na,Na,Na,C-G,1,
452,Siphlonurus,Arthropoda,Insecta,Ephemeroptera,Siphlonuridae,Na,Na,Siphlonurus,Na,C-G,1,
453,Ephemerellidae,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Na,Na,C-G,1,3
454,Attenella attenuata,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Attenella,attenuata,C-G,1,
455,Drunella,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Drunella,Na,SCR,1,2
456,Ephemerella,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Ephemerella,Na,C-G,1,3
458,Ephemerella subvaria,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Ephemerella,subvaria,C-G,1,3
459,Eurylophella,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Eurylophella,Na,C-G,1,4
460,Eurylophella temporalis,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Eurylophella,temporalis,C-G,1,4
461,Serratella,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Serratella,Na,C-G,1,3
462,Teloganopsis deficiens,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Teloganopsis,deficiens,C-G,1,3
463,Leptophlebiidae,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Na,Na,Na,Na,C-G,1,2
464,Habrophlebia vibrans,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Na,Na,Habrophlebia,vibrans,C-G,1,
465,Habrophlebiodes,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Na,Na,Habrophlebiodes,Na,SCR,1,4
466,Leptophlebia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Na,Na,Leptophlebia,Na,C-G,1,2
467,Paraleptophlebia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Na,Na,Paraleptophlebia,Na,C-G,1,2
468,Paraleptophlebia debilis,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Na,Na,Paraleptophlebia,debilis,C-G,1,2
469,Tricorythidae,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Na,Na,Na,Na,C-G,1,
470,Tricorythodes,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Na,Na,Tricorythodes,Na,C-G,1,
471,Baetisca,Arthropoda,Insecta,Ephemeroptera,Baetiscidae,Na,Na,Baetisca,Na,C-G,1,3
472,Baetisca obesa,Arthropoda,Insecta,Ephemeroptera,Baetiscidae,Na,Na,Baetisca,obesa,C-G,1,3
473,Dytiscidae,Arthropoda,Insecta,Coleoptera,Dytiscidae,Na,Na,Na,Na,PRD,0,4
474,Agabus,Arthropoda,Insecta,Coleoptera,Dytiscidae,Na,Na,Agabus,Na,PRD,0,
475,Hydroporus,Arthropoda,Insecta,Coleoptera,Dytiscidae,Na,Na,Hydroporus,Na,PRD,0,
476,Laccophilus,Arthropoda,Insecta,Coleoptera,Dytiscidae,Na,Na,Laccophilus,Na,PRD,0,
477,Isopoda,Arthropoda,Malacostraca,Isopoda,Na,Na,Na,Na,Na,C-G,0,
478,Asellidae,Arthropoda,Malacostraca,Isopoda,Asellidae,Na,Na,Na,Na,C-G,0,
479,Caecidotea,Arthropoda,Malacostraca,Isopoda,Asellidae,Na,Na,Caecidotea,Na,C-G,0,4
480,Caecidotea racovitzai,Arthropoda,Malacostraca,Isopoda,Asellidae,Na,Na,Caecidotea,racovitzai,C-G,0,4
481,Soyedina,Arthropoda,Insecta,Plecoptera,Nemouridae,Na,Na,Soyedina,Na,SHR,1,3
482,Stegopterna,Arthropoda,Insecta,Diptera,Simuliidae,Na,Na,Stegopterna,Na,C-F,0,
483,Stylodrilus heringianus,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Na,Na,Stylodrilus,heringianus,C-G,0,
484,Stylogomphus albistylus,Arthropoda,Insecta,Odonata,Gomphidae,Na,Na,Stylogomphus,albistylus,PRD,0,3
485,Tanypodinae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Na,Na,Na,PRD,0,5
486,Tanytarsini,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Na,Na,C-F,0,
