DEEPTaxaID,finalID,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,SPECIES,FFG,SensitiveEPT,BCG_Attribute
714,Helisoma anceps,Mollusca,Gastropoda,Basommatophora,Planorbidae,Na,Na,Helisoma,anceps,SCR,0,5
715,Planorbella trivolvis,Mollusca,Gastropoda,Basommatophora,Planorbidae,Na,Na,Planorbella,trivolvis,SCR,0,5
716,Planorbella,Mollusca,Gastropoda,Basommatophora,Planorbidae,Na,Na,Planorbella,Na,SCR,0,
717,Nais,Annelida,Oligochaeta,Tubificida,Naididae,Na,Na,Nais,Na,C-G,0,4
718,Nais barbata,Annelida,Oligochaeta,Tubificida,Naididae,Na,Na,Nais,barbata,C-G,0,4
719,Nais behningi,Annelida,Oligochaeta,Tubificida,Naididae,Na,Na,Nais,behningi,C-G,0,4
720,Nais bretscheri,Annelida,Oligochaeta,Tubificida,Naididae,Na,Na,Nais,bretscheri,C-G,0,4
721,Nais communis,Annelida,Oligochaeta,Tubificida,Naididae,Na,Na,Nais,communis,C-G,0,4
722,Nais pardalis,Annelida,Oligochaeta,Tubificida,Naididae,Na,Na,Nais,pardalis,C-G,0,4
723,Nais variabilis,Annelida,Oligochaeta,Tubificida,Naididae,Na,Na,Nais,variabilis,C-G,0,4
724,Ophidonais serpentina,Annelida,Clitellata,Haplotaxida,Naididae,Na,Na,Ophidonais,serpentina,C-G,0,
725,Pristina osborni,Annelida,Clitellata,Haplotaxida,Naididae,Na,Na,Pristina,osborni,C-G,0,
726,Pristinella osborni,Annelida,Clitellata,Haplotaxida,Naididae,Na,Na,Pristinella,osborni,C-G,0,
727,Stylaria lacustris,Annelida,Oligochaeta,Tubificida,Naididae,Na,Na,Stylaria,lacustris,C-G,0,
728,Vejdovskyella,Annelida,Oligochaeta,Tubificida,Naididae,Na,Na,Vejdovskyella,Na,C-G,0,
729,Tubificidae,Annelida,Oligochaeta,Tubificida,Tubificidae,Na,Na,Na,Na,C-G,0,5
730,Aulodrilus limnobius,Annelida,Clitellata,Haplotaxida,Tubificidae,Na,Na,Aulodrilus,limnobius,C-G,0,5
731,Aulodrilus pigueti,Annelida,Clitellata,Haplotaxida,Tubificidae,Na,Na,Aulodrilus,pigueti,C-G,0,5
732,Aulodrilus pluriseta,Annelida,Clitellata,Haplotaxida,Tubificidae,Na,Na,Aulodrilus,pluriseta,C-G,0,5
733,Branchiura sowerbyi,Annelida,Clitellata,Haplotaxida,Tubificidae,Na,Na,Branchiura,sowerbyi,C-G,0,
734,Limnodrilus,Annelida,Clitellata,Haplotaxida,Tubificidae,Na,Na,Limnodrilus,Na,C-G,0,5
735,Limnodrilus hoffmeisteri,Annelida,Clitellata,Haplotaxida,Tubificidae,Na,Na,Limnodrilus,hoffmeisteri,C-G,0,5
736,Quistradrilus multisetosus,Annelida,Clitellata,Haplotaxida,Tubificidae,Na,Na,Quistradrilus,multisetosus,C-G,0,
737,Erpobdella,Annelida,Clitellata,Arynchobdellida,Erpobdellidae,Na,Na,Erpobdella,Na,PRD,0,5.5
738,Erpobdellidae,Annelida,Clitellata,Arynchobdellida,Erpobdellidae,Na,Na,Na,Na,PRD,0,5.5
739,Limonia,Arthropoda,Insecta,Diptera,Tipulidae,Na,Na,Limonia,Na,SHR,0,
740,Dicranota,Arthropoda,Insecta,Diptera,Tipulidae,Na,Na,Dicranota,Na,PRD,0,3
741,Pedicia,Arthropoda,Insecta,Diptera,Tipulidae,Na,Na,Pedicia,Na,PRD,0,
742,Tipula,Arthropoda,Insecta,Diptera,Tipulidae,Na,Na,Tipula,Na,SHR,0,4
743,Lepidoptera,Arthropoda,Insecta,Lepidoptera,Na,Na,Na,Na,Na,SHR,0,
744,Noctuidae,Arthropoda,Insecta,Lepidoptera,Noctuidae,Na,Na,Na,Na,SHR,0,
745,Crambidae,Arthropoda,Insecta,Lepidoptera,Crambidae,Na,Na,Na,Na,SHR,0,
746,Paraponyx,Arthropoda,Insecta,Lepidoptera,Pyralidae,Na,Na,Paraponyx,Na,SHR,0,
747,Petrophila,Arthropoda,Insecta,Lepidoptera,Pyralidae,Na,Na,Petrophila,Na,SCR,0,
748,Corydalidae,Arthropoda,Insecta,Megaloptera,Corydalidae,Na,Na,Na,Na,PRD,0,
749,Corydalus cornutus,Arthropoda,Insecta,Megaloptera,Corydalidae,Na,Na,Corydalus,cornutus,PRD,0,4
750,Nigronia serricornis,Arthropoda,Insecta,Megaloptera,Corydalidae,Na,Na,Nigronia,serricornis,PRD,0,3
751,Sisyridae,Arthropoda,Insecta,Neuroptera,Sisyridae,Na,Na,Na,Na,PRD,0,
752,Climacia,Arthropoda,Insecta,Neuroptera,Sisyridae,Na,Na,Climacia,Na,PRD,0,
753,Sialidae,Arthropoda,Insecta,Megaloptera,Sialidae,Na,Na,Na,Na,PRD,0,3
754,Sialis,Arthropoda,Insecta,Megaloptera,Sialidae,Na,Na,Sialis,Na,PRD,0,3
755,Trichoptera,Arthropoda,Insecta,Trichoptera,Na,Na,Na,Na,Na,?,0,
756,Brachycentridae,Arthropoda,Insecta,Trichoptera,Brachycentridae,Na,Na,Na,Na,C-F,1,
757,Brachycentrus,Arthropoda,Insecta,Trichoptera,Brachycentridae,Na,Na,Brachycentrus,Na,C-F,1,3
758,Brachycentrus numerosus,Arthropoda,Insecta,Trichoptera,Brachycentridae,Na,Na,Brachycentrus,numerosus,C-F,1,3
759,Micrasema,Arthropoda,Insecta,Trichoptera,Brachycentridae,Na,Na,Micrasema,Na,SHR,1,3
760,Glossosomatidae,Arthropoda,Insecta,Trichoptera,Glossosomatidae,Na,Na,Na,Na,SCR,1,4
761,Agapetus,Arthropoda,Insecta,Trichoptera,Glossosomatidae,Na,Na,Agapetus,Na,SCR,1,3
762,Glossosoma,Arthropoda,Insecta,Trichoptera,Glossosomatidae,Na,Na,Glossosoma,Na,SCR,1,4
763,Helicopsyche borealis,Arthropoda,Insecta,Trichoptera,Helicopsychidae,Na,Na,Helicopsyche,borealis,SCR,1,2
764,Hydropsychidae,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Na,Na,C-F,0,
765,Ceratopsyche alhedra,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Ceratopsyche,alhedra,C-F,0,5
766,Ceratopsyche bronta,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Ceratopsyche,bronta,C-F,0,5
768,Ceratopsyche slossonae,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Ceratopsyche,slossonae,C-F,0,5
769,Ceratopsyche sparna,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Ceratopsyche,sparna,C-F,0,5
770,Cheumatopsyche,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Cheumatopsyche,Na,C-F,0,5
771,Diplectrona,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Diplectrona,Na,C-F,0,3
772,Diplectrona modesta,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Diplectrona,modesta,C-F,0,3
773,Hydropsyche,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Hydropsyche,Na,C-F,0,5
774,Hydropsyche betteni,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Hydropsyche,betteni,C-F,0,5
775,Amnicola limosus,Mollusca,Gastropoda,Neotaenioglossa,Hydrobiidae,Na,Na,Amnicola,limosus,SCR,0,5
776,Hydrobiidae,Mollusca,Gastropoda,Neotaenioglossa,Hydrobiidae,Na,Na,Na,Na,SCR,0,4
777,Erpobdella punctata punctata,Annelida,Clitellata,Arynchobdellida,Erpobdellidae,Na,Na,Erpobdella,punctata,PRD,0,5.5
778,Nephelopsis obscura,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Na,Na,Nephelopsis,obscura,PRD,0,5.5
779,Glossiphoniidae,Annelida,Hirudinea,Rhynchobdellida,Glossiphoniidae,Na,Na,Na,Na,PRD,0,
780,Glossiphonia complanata,Annelida,Hirudinea,Rhynchobdellida,Glossiphoniidae,Na,Na,Glossiphonia,complanata,PRD,0,5.5
781,Helobdella stagnalis,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Na,Na,Helobdella,stagnalis,PRD,0,5.5
782,Lumbriculidae,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Na,Na,Na,Na,C-G,0,4
783,Eclipidrilus,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Na,Na,Eclipidrilus,Na,C-G,0,
784,Lumbriculus,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Na,Na,Lumbriculus,Na,C-G,0,
785,Hydropsyche scalaris,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Hydropsyche,scalaris,C-F,0,5
786,Macrostemum,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Macrostemum,Na,C-F,0,4
787,Macrostemum carolina,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Macrostemum,carolina,C-F,0,4
788,Hydroptilidae,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Na,Na,Na,Na,SCR,1,4
789,Agraylea,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Na,Na,Agraylea,Na,SCR,1,
790,Hydroptila,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Na,Na,Hydroptila,Na,SCR,1,4
791,Leucotrichia pictipes,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Na,Na,Leucotrichia,pictipes,SCR,1,5.5
792,Mayatrichia ,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Na,Na,Mayatrichia,Na,SCR,1,
793,Ochrotrichia,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Na,Na,Ochrotrichia,Na,C-G,1,4
794,Orthotrichia,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Na,Na,Orthotrichia,Na,SHR,1,
795,Oxyethira,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Na,Na,Oxyethira,Na,C-G,1,4
796,Lepidostomatidae,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,Na,Na,Na,Na,SHR,1,
797,Lepidostoma,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,Na,Na,Lepidostoma,Na,SHR,1,2
798,Leptoceridae,Arthropoda,Insecta,Trichoptera,Leptoceridae,Na,Na,Na,Na,?,1,
799,Ceraclea,Arthropoda,Insecta,Trichoptera,Leptoceridae,Na,Na,Ceraclea,Na,C-G,1,2
800,Leptocerus americanus,Arthropoda,Insecta,Trichoptera,Leptoceridae,Na,Na,Leptocerus,americanus,SHR,1,
801,Mystacides,Arthropoda,Insecta,Trichoptera,Leptoceridae,Na,Na,Mystacides,Na,C-G,1,4
802,Nectopsyche,Arthropoda,Insecta,Trichoptera,Leptoceridae,Na,Na,Nectopsyche,Na,SCR,1,
803,Oecetis,Arthropoda,Insecta,Trichoptera,Leptoceridae,Na,Na,Oecetis,Na,PRD,1,4
804,Oecetis persimilis,Arthropoda,Insecta,Trichoptera,Leptoceridae,Na,Na,Oecetis,persimilis,PRD,1,4
805,Setodes,Arthropoda,Insecta,Trichoptera,Leptoceridae,Na,Na,Setodes,Na,C-G,1,2
806,Triaenodes,Arthropoda,Insecta,Trichoptera,Leptoceridae,Na,Na,Triaenodes,Na,SHR,1,4
807,Limnephilidae,Arthropoda,Insecta,Trichoptera,Limnephilidae,Na,Na,Na,Na,SHR,1,
808,Goeridae,Arthropoda,Insecta,Trichoptera,Goeridae,Na,Na,Na,Na,SCR,1,
809,Apatania,Arthropoda,Insecta,Trichoptera,Apataniidae,Na,Na,Apatania,Na,SCR,1,3
810,Goera,Arthropoda,Insecta,Trichoptera,Goeridae,Na,Na,Goera,Na,SCR,1,2
811,Ironoquia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Na,Na,Ironoquia,Na,SHR,1,
812,Limnephilus,Arthropoda,Insecta,Trichoptera,Limnephilidae,Na,Na,Limnephilus,Na,SHR,1,
813,Neophylax,Arthropoda,Insecta,Trichoptera,Uenoidae,Na,Na,Neophylax,Na,SCR,1,3
814,Psychoglypha,Arthropoda,Insecta,Trichoptera,Limnephilidae,Na,Na,Psychoglypha,Na,C-G,1,
815,Pycnopsyche,Arthropoda,Insecta,Trichoptera,Limnephilidae,Na,Na,Pycnopsyche,Na,SHR,1,3
816,Molanna,Arthropoda,Insecta,Trichoptera,Molannidae,Na,Na,Molanna,Na,SCR,1,4
817,Molannidae,Arthropoda,Insecta,Trichoptera,Molannidae,Na,Na,Na,Na,SCR,1,4
818,Valvata,Mollusca,Gastropoda,Heterostropha,Valvatidae,Na,Na,Valvata,Na,SCR,0,5
819,Prostoma,Nemertea,Enopla,Hoplonemertea,Tetrastemmatidae,Na,Na,Prostoma,Na,PRD,0,4
820,Prostoma graecense,Nemertea,Enopla,Hoplonemertea,Tetrastemmatidae,Na,Na,Prostoma,graecense,PRD,0,4
821,Turbellaria,Platyhelminthes,Turbellaria,Na,Na,Na,Na,Na,Na,PRD,0,4
822,Odontoceridae,Arthropoda,Insecta,Trichoptera,Odontoceridae,Na,Na,Na,Na,SCR,1,2
823,Psilotreta,Arthropoda,Insecta,Trichoptera,Odontoceridae,Na,Na,Psilotreta,Na,SCR,1,2
824,Philopotamidae,Arthropoda,Insecta,Trichoptera,Philopotamidae,Na,Na,Na,Na,C-F,1,
825,Chimarra,Arthropoda,Insecta,Trichoptera,Philopotamidae,Na,Na,Chimarra,Na,C-F,1,4
826,Chimarra aterrima,Arthropoda,Insecta,Trichoptera,Philopotamidae,Na,Na,Chimarra,aterrima,C-F,1,4
827,Chimarra obscura,Arthropoda,Insecta,Trichoptera,Philopotamidae,Na,Na,Chimarra,obscura,C-F,1,4
828,Chimarra socia,Arthropoda,Insecta,Trichoptera,Philopotamidae,Na,Na,Chimarra,socia,C-F,1,4
829,Dolophilodes,Arthropoda,Insecta,Trichoptera,Philopotamidae,Na,Na,Dolophilodes,Na,C-F,1,3
830,Wormaldia,Arthropoda,Insecta,Trichoptera,Philopotamidae,Na,Na,Wormaldia,Na,C-F,1,
831,Phryganeidae,Arthropoda,Insecta,Trichoptera,Phryganeidae,Na,Na,Na,Na,SHR,1,
832,Agrypnia,Arthropoda,Insecta,Trichoptera,Phryganeidae,Na,Na,Agrypnia,Na,SHR,1,
833,Ptilostomis,Arthropoda,Insecta,Trichoptera,Phryganeidae,Na,Na,Ptilostomis,Na,SHR,1,4
834,Polycentropodidae,Arthropoda,Insecta,Trichoptera,Polycentropodidae,Na,Na,Na,Na,PRD,1,3
835,Cyrnellus fraternus,Arthropoda,Insecta,Trichoptera,Polycentropodidae,Na,Na,Cyrnellus,fraternus,C-F,1,
836,Neureclipsis,Arthropoda,Insecta,Trichoptera,Polycentropodidae,Na,Na,Neureclipsis,Na,C-F,1,4
837,Nyctiophylax,Arthropoda,Insecta,Trichoptera,Polycentropodidae,Na,Na,Nyctiophylax,Na,PRD,1,3
838,Polycentropus,Arthropoda,Insecta,Trichoptera,Polycentropodidae,Na,Na,Polycentropus,Na,PRD,1,3
839,Psychomyiidae,Arthropoda,Insecta,Trichoptera,Psychomyiidae,Na,Na,Na,Na,C-G,1,4
840,Cernotina,Arthropoda,Insecta,Trichoptera,Polycentropodidae,Na,Na,Cernotina,Na,PRD,1,3
841,Lype,Arthropoda,Insecta,Trichoptera,Psychomyiidae,Na,Na,Lype,Na,SCR,1,4
842,Lype diversa,Arthropoda,Insecta,Trichoptera,Psychomyiidae,Na,Na,Lype,diversa,SCR,1,4
843,Phylocentropus,Arthropoda,Insecta,Trichoptera,Dipseudopsidae,Na,Na,Phylocentropus,Na,C-F,1,
844,Psychomyia,Arthropoda,Insecta,Trichoptera,Psychomyiidae,Na,Na,Psychomyia,Na,C-G,1,4
845,Culoptila,Arthropoda,Insecta,Trichoptera,Glossosomatidae,Na,Na,Culoptila,Na,SCR,1,
846,Protoptila,Arthropoda,Insecta,Trichoptera,Glossosomatidae,Na,Na,Protoptila,Na,SCR,1,3
847,Rhyacophila,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Na,Na,Rhyacophila,Na,PRD,1,3
848,Rhyacophilidae,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Na,Na,Na,Na,PRD,1,3
849,Rhyacophila angelita,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Na,Na,Rhyacophila,angelita,PRD,1,3
850,Rhyacophila carolina,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Na,Na,Rhyacophila,carolina,PRD,1,3
851,Rhyacophila fuscula,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,Na,Na,Rhyacophila,fuscula,PRD,1,3
852,Agarodes,Arthropoda,Insecta,Trichoptera,Sericostomatidae,Na,Na,Agarodes,Na,SHR,1,
853,Belostoma,Arthropoda,Insecta,Hemiptera,Belostomatidae,Na,Na,Belostoma,Na,PRD,0,
854,Lethocerus,Arthropoda,Insecta,Hemiptera,Belostomatidae,Na,Na,Lethocerus,Na,PRD,0,
855,Corixidae,Arthropoda,Insecta,Hemiptera,Corixidae,Na,Na,Na,Na,PRD,0,
856,Hesperocorixa,Arthropoda,Insecta,Hemiptera,Corixidae,Na,Na,Hesperocorixa,Na,PRD,0,
857,Sigara,Arthropoda,Insecta,Hemiptera,Corixidae,Na,Na,Sigara,Na,PRD,0,
858,Trichocorixa,Arthropoda,Insecta,Hemiptera,Corixidae,Na,Na,Trichocorixa,Na,PRD,0,
859,Rheumatobates,Arthropoda,Insecta,Hemiptera,Gerridae,Na,Na,Rheumatobates,Na,PRD,0,
860,Cura,Platyhelminthes,Turbellaria,Tricladida,Dugesiidae,Na,Na,Cura,Na,PRD,0,4
861,Cura foremanii,Platyhelminthes,Turbellaria,Tricladida,Dugesiidae,Na,Na,Cura,foremanii,PRD,0,4
862,Planariidae,Platyhelminthes,Turbellaria,Tricladida,Planariidae,Na,Na,Na,Na,PRD,0,4
863,Anchytarsus bicolor,Arthropoda,Insecta,Coleoptera,Ptilodactylidae,Na,Na,Anchytarsus,bicolor,SHR,0,3
864,Ptilodactylidae,Arthropoda,Insecta,Coleoptera,Ptilodactylidae,Na,Na,Na,bicolor,SHR,0,3
865,Brachycentrus lateralis,Arthropoda,Insecta,Trichoptera,Brachycentridae,Na,Na,Brachycentrus,lateralis,C-G,1,3
866,Cambarus bartonii,Arthropoda,Malacostraca,Decapoda,Cambaridae,Na,Na,Cambarus,bartonii,C-G,0,4
867,Campeloma decisum,Mollusca,Gastropoda,Architaenioglossa,Viviparidae,Na,Na,Campeloma,decisum,SHR,0,
868,Diplocladius cultriger,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Diplocladius,cultriger,C-G,0,4
869,Drunella lata,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Drunella,lata,SCR,1,2
870,Drunella walkeri,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Drunella,walkeri,SCR,1,2
871,Ranatra,Arthropoda,Insecta,Hemiptera,Nepidae,Na,Na,Ranatra,Na,PRD,0,
872,Notonecta,Arthropoda,Insecta,Hemiptera,Notonectidae,Na,Na,Notonecta,Na,PRD,0,
873,Neoplea,Arthropoda,Insecta,Hemiptera,Pleidae,Na,Na,Neoplea,Na,PRD,0,
874,Microvelia,Arthropoda,Insecta,Hemiptera,Veliidae,Na,Na,Microvelia,Na,PRD,0,
875,Rhagovelia,Arthropoda,Insecta,Hemiptera,Veliidae,Na,Na,Rhagovelia,Na,PRD,0,
876,Odonata,Arthropoda,Insecta,Odonata,Na,Na,Na,Na,Na,PRD,0,
877,Aeshnidae,Arthropoda,Insecta,Odonata,Aeshnidae,Na,Na,Na,Na,PRD,0,
878,Anax junius,Arthropoda,Insecta,Odonata,Aeshnidae,Na,Na,Anax,junius,PRD,0,
879,Basiaeschna,Arthropoda,Insecta,Odonata,Aeshnidae,Na,Na,Basiaeschna,Na,PRD,0,
880,Basiaeschna janata,Arthropoda,Insecta,Odonata,Aeshnidae,Na,Na,Basiaeschna,janata,PRD,0,
881,Boyeria,Arthropoda,Insecta,Odonata,Aeshnidae,Na,Na,Boyeria,Na,PRD,0,4
882,Boyeria grafiana,Arthropoda,Insecta,Odonata,Aeshnidae,Na,Na,Boyeria,grafiana,PRD,0,4
883,Boyeria vinosa,Arthropoda,Insecta,Odonata,Aeshnidae,Na,Na,Boyeria,vinosa,PRD,0,4
884,Gomphidae,Arthropoda,Insecta,Odonata,Gomphidae,Na,Na,Na,Na,PRD,0,3
885,Dromogomphus,Arthropoda,Insecta,Odonata,Gomphidae,Na,Na,Dromogomphus,Na,PRD,0,3
886,Dromogomphus spinosus,Arthropoda,Insecta,Odonata,Gomphidae,Na,Na,Dromogomphus,spinosus,PRD,0,3
887,Hagenius brevistylus,Arthropoda,Insecta,Odonata,Gomphidae,Na,Na,Hagenius,brevistylus,PRD,0,2
888,Lanthus,Arthropoda,Insecta,Odonata,Gomphidae,Na,Na,Lanthus,Na,PRD,0,3
889,Ophiogomphus,Arthropoda,Insecta,Odonata,Gomphidae,Na,Na,Ophiogomphus,Na,PRD,0,2
890,Ophiogomphus mainensis,Arthropoda,Insecta,Odonata,Gomphidae,Na,Na,Ophiogomphus,mainensis,PRD,0,2
891,Cordulegaster,Arthropoda,Insecta,Odonata,Cordulegastridae,Na,Na,Cordulegaster,Na,PRD,0,3
892,Cordulegastridae,Arthropoda,Insecta,Odonata,Cordulegastridae,Na,Na,Na,Na,PRD,0,3
893,Cordulegaster maculata,Arthropoda,Insecta,Odonata,Cordulegastridae,Na,Na,Cordulegaster,maculata,PRD,0,3
894,Libellulidae,Arthropoda,Insecta,Odonata,Libellulidae,Na,Na,Na,Na,PRD,0,
895,Leucorrhinia,Arthropoda,Insecta,Odonata,Libellulidae,Na,Na,Leucorrhinia,Na,PRD,0,
896,Libellula,Arthropoda,Insecta,Odonata,Libellulidae,Na,Na,Libellula,Na,PRD,0,
897,Macromia illinoiensis,Arthropoda,Insecta,Odonata,Macromiidae,Na,Na,Macromia,illinoiensis,PRD,0,
898,Elimia,Mollusca,Gastropoda,Neotaenioglossa,Pleuroceridae,Na,Na,Elimia,Na,SCR,0,
899,Elimia virginica,Mollusca,Gastropoda,Neotaenioglossa,Pleuroceridae,Na,Na,Elimia,virginica,SCR,0,
900,Ephemerella dorothea,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Ephemerella,dorothea,C-G,1,3
901,Ephemerella invaria,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Ephemerella,invaria,C-G,1,3
902,Ephemerella needhami,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Ephemerella,needhami,C-G,1,3
903,Penelomax septentrionalis,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Penelomax,septentrionalis,C-G,1,3
904,Ferrissia parallela,Mollusca,Gastropoda,Basommatophora,Ancylidae,Na,Na,Ferrissia,parallela,SCR,0,4
905,Gomphus spicatus,Arthropoda,Insecta,Odonata,Gomphidae,Na,Na,Gomphus,spicatus,PRD,0,
906,Gyraulus circumstriatus,Mollusca,Gastropoda,Basommatophora,Planorbidae,Na,Na,Gyraulus,circumstriatus,SCR,0,4
907,Isoperla marlynia,Arthropoda,Insecta,Plecoptera,Perlodidae,Na,Na,Isoperla,marlynia,PRD,1,3
908,Isoperla similis,Arthropoda,Insecta,Plecoptera,Perlodidae,Na,Na,Isoperla,similis,PRD,1,3
909,Lanthus parvulus,Arthropoda,Insecta,Odonata,Gomphidae,Na,Na,Lanthus,parvulus,PRD,0,3
910,Nemotelus,Arthropoda,Insecta,Diptera,Stratiomyidae,Na,Na,Nemotelus,Na,C-G,0,
911,Oemopteryx glacialis,Arthropoda,Insecta,Plecoptera,Taeniopterygidae,Na,Na,Oemopteryx,glacialis,SHR,1,3
912,Oligostomis,Arthropoda,Insecta,Trichoptera,Phryganeidae,Na,Na,Oligostomis,Na,SHR,1,
913,Optioservus immunis,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Optioservus,immunis,SCR,0,4
914,Optioservus ovalis,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Optioservus,ovalis,SCR,0,4
915,Optioservus trivittatus,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Optioservus,trivittatus,SCR,0,4
916,Orconectes immunis,Arthropoda,Malacostraca,Decapoda,Cambaridae,Na,Na,Orconectes,immunis,C-G,0,
917,Orconectes limosus,Arthropoda,Malacostraca,Decapoda,Cambaridae,Na,Na,Orconectes,limosus,C-G,0,
918,Orconectes neglectus,Arthropoda,Malacostraca,Decapoda,Cambaridae,Na,Na,Orconectes,neglectus,C-G,0,
919,Oulimnius latiusculus,Arthropoda,Insecta,Coleoptera,Elmidae,Na,Na,Oulimnius,latiusculus,C-G,0,3
920,Pagastia orthogonia,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Na,Pagastia,orthogonia,C-G,0,
921,Ferrissia fragilis,Mollusca,Gastropoda,Basommatophora,Ancylidae,Na,Na,Ferrissia,fragilis,SCR,0,4
922,Fossaria parva,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Na,Na,Fossaria,parva,C-G,0,4
923,Physa gyrina,Mollusca,Gastropoda,Basommatophora,Physidae,Na,Na,Physa,gyrina,C-G,0,4
924,Cipangopaludina chinensis,Mollusca,Gastropoda,Architaenioglossa,Viviparidae,Na,Na,Cipangopaludina,chinensis,SCR,0,
925,Rhyncholimnochares,Acari,Arachnida,Trombidiformes,Limnocharidae,Na,Na,Rhyncholimnochares,Na,PRD,0,4
926,Testudacarus,Arthropoda,Arachnida,Trombidiformes,Torrenticolidae,Na,Na,Testudacarus,Na,PRD,0,4
927,Brachycera,Arthropoda,Insecta,Diptera,Na,Na,Na,Na,Na,?,0,
928,Neoplasta,Arthropoda,Insecta,Diptera,Empididae,Na,Na,Neoplasta,Na,PRD,0,
929,Allognosta,Arthropoda,Insecta,Diptera,Stratiomyidae,Na,Na,Allognosta,Na,C-G,0,
930,Tvetenia paucunca,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Tvetenia,paucunca,C-G,0,4
931,Pentaneurini,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Na,Na,PRD,0,
932,Ectemnia,Arthropoda,Insecta,Diptera,Simuliidae,Na,Na,Ectemnia,Na,C-F,0,
933,Amphinemura wui,Arthropoda,Insecta,Plecoptera,Nemouridae,Na,Na,Amphinemura,wui,SHR,1,
934,Perlodini,Arthropoda,Insecta,Plecoptera,Perlodidae,Perlodinae,Perlodini,Na,Na,PRD,1,
935,Malirekus hastatus,Arthropoda,Insecta,Plecoptera,Perlodidae,Na,Na,Malirekus,hastatus,PRD,1,
936,Drunella cornuta,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Drunella,cornuta,SCR,1,2
937,Anthopotamus,Arthropoda,Insecta,Ephemeroptera,Potamathidae,Na,Na,Anthopotamus,Na,C-G,1,2
938,Potamanthidae,Arthropoda,Insecta,Ephemeroptera,Potamathidae,Na,Na,Na,Na,C-G,1,2
939,Heterocloeon amplum,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Heterocloeon,amplum,SCR,0,4
940,Acerpenna macdunnoughi,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Acerpenna,macdunnoughi,C-G,0,
941,Baetis pluto,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Baetis,pluto,C-G,0,4
942,Diphetor hageni,Arthropoda,Insecta,Ephemeroptera,Baetidae,Na,Na,Diphetor,hageni,C-G,0,
